"Permission","Method","Endpoint","ApiVersion"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id1}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/catalogs/{accessPackageCatalog-id}/resourceScopes/{accessPackageResourceScope-id}/resource/scopes/{accessPackageResourceScope-id1}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations/{connectedOrganization-id}","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations/{connectedOrganization-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations/{connectedOrganization-id}/externalSponsors","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations/{connectedOrganization-id}/externalSponsors","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations/{connectedOrganization-id}/internalSponsors","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/connectedOrganizations/{connectedOrganization-id}/internalSponsors","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/controlConfigurations","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/controlConfigurations/{controlConfiguration-id}","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceEnvironments/{accessPackageResourceEnvironment-id}/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/accessPackages","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/accessPackages/{accessPackage-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/customWorkflowExtensions","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/customWorkflowExtensions/{customCalloutExtension-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/roles/{accessPackageResourceRole-id1}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceRoles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id1}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id1}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/catalog/resourceScopes/{accessPackageResourceScope-id}/resource/scopes/{accessPackageResourceScope-id1}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRequests/{accessPackageResourceRequest-id}/resource/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/scopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/role/resource/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resourceRoleScopes/{accessPackageResourceRoleScope-id}/scope/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource","v1.0"
